,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,orientation,perimeter,intensity_mean
0,163,624.0,3151.50641025641,4217.629807692308,33.18653245714894,24.672713263353547,0.5271758387716952,107.29646455628165,172.92628205128204
1,167,1567.0,3382.7345245692404,3725.2584556477345,56.49196886869765,41.02400524016807,0.4368597172129016,238.84776310850236,149.2456924058711
2,185,1419.0,3440.028893587033,3531.6201550387595,47.98750753408947,38.57334990408506,1.1027158457526904,176.04267658086917,150.66384778012684
3,199,2448.0,3500.0424836601305,3790.5057189542486,96.73908860520018,43.45401432427121,1.3376196032342471,378.2569260369921,148.43668300653596
4,219,1432.0,3298.7087988826815,3594.1145251396647,1702.6404346502777,40.3845396487537,0.8865742565776724,291.5817818242701,149.16620111731842
5,220,862.0,3363.3155452436195,3651.448955916473,47.521009706879056,25.350408470080296,-1.4470644456093376,173.35028842544403,146.9245939675174
6,241,661.0,3453.0953101361574,3596.190620272315,40.201202661343714,24.37941646997149,0.8873410432323691,140.06601717798213,148.77760968229956
7,270,629.0,3539.3513513513512,3648.9268680445152,39.0761167290622,22.20302022124207,1.2160127997390675,136.34419177103416,148.83306836248013
8,283,134.0,2831.0223880597014,1896.0298507462687,19.593127065112366,10.072746867781378,-0.15469089066360825,52.76955262170047,156.65671641791045
9,292,293.0,3302.6962457337886,3629.109215017065,24.473120392831028,16.315153936939854,-1.3834120182102438,88.12489168102785,147.7133105802048
10,304,544.0,3331.5,3623.768382352941,42.894464170061624,19.49587004351462,0.27041092724879445,137.58073580374358,147.59926470588235
11,311,862.0,3669.542923433875,3683.3120649651974,43.980642428110706,26.84136448958586,0.4200639123844182,158.41525958289964,148.4767981438515
12,320,104.0,2904.6634615384614,4686.903846153846,12.505202333197566,10.99502726985985,1.3091759124482245,37.21320343559643,150.93269230769232
13,333,279.0,3382.347670250896,3635.0752688172042,23.64419555232632,16.477282950008412,-1.1824366811474605,76.91168824543142,146.32616487455198
14,337,1410.0,3779.6347517730496,3488.809929078014,59.3593523807437,35.39068878485807,0.5078681621974123,235.6051224213831,150.4276595744681
15,339,1933.0,3415.9906880496637,3574.887739265391,81.3067996305074,42.24861459483897,0.7898464228839677,390.91378028648444,148.5002586652871
16,359,83.0,3129.2289156626507,4209.289156626506,11.190812873359835,9.61983843410136,-0.3413202391673883,33.21320343559643,150.25301204819277
17,361,534.0,3439.247191011236,3795.0243445692886,31.90610619358883,23.761812590570262,0.8949644152505573,117.095454429505,150.80149812734084
18,362,197.0,3146.497461928934,3853.761421319797,25.557882856580502,10.838713616639007,0.6296616985220617,75.39696961966999,147.0
19,363,373.0,3445.8739946380697,3615.1930294906165,23.900191984253624,21.93300309374032,1.2082039100544504,87.9827560572969,153.9329758713137
20,372,321.0,3166.6230529595014,3834.88785046729,35.96652806936283,13.843234007656312,0.5947862574163425,102.71067811865476,146.88785046728972
21,381,88.0,3180.1136363636365,3865.056818181818,12.585857168005093,9.364911705264564,0.9099287194190305,37.04163056034261,143.01136363636363
22,384,185.0,3190.3837837837837,3877.6324324324323,20.55165005720015,12.815868308887737,0.18768606612961367,61.012193308819754,146.86486486486487
23,385,310.0,3489.0548387096774,3618.622580645161,26.220384617726396,17.63051774011918,-1.3364122547054798,89.29646455628166,147.40645161290323
24,386,160.0,3194.4375,3829.2625,21.402972334607,11.355517392177578,-1.131286162926587,61.59797974644667,148.0375
25,387,659.0,3515.2746585735963,3647.496206373293,48.25549670359231,21.742655257709362,-0.9501514230234525,162.0365799264593,146.40971168437025
26,402,372.0,3545.048387096774,3621.3064516129034,30.327769798075146,17.412709314528154,0.950054885886951,105.81727983645297,147.01612903225808
27,405,312.0,3545.6153846153848,3845.38141025641,22.141721963956076,20.420539218520624,-1.5039332791475561,85.39696961966999,145.53205128205127
28,416,223.0,3262.9417040358744,3817.748878923767,25.71740298536081,11.755745836359315,-1.1922164821286727,67.25483399593904,146.8968609865471
29,422,270.0,3568.9444444444443,3759.737037037037,19.918066450100426,18.830531801549434,-0.5410628747781699,80.46803743153546,145.34444444444443
30,425,361.0,3573.163434903047,3798.1329639889195,25.034608869272642,20.355121363185145,0.4082365266516099,89.63961030678928,149.9639889196676
31,426,569.0,3519.775043936731,3854.309314586995,482.5629916752233,16.093420609337187,0.04107562606107733,153.23759005323595,147.37961335676627
32,428,304.0,3579.2269736842104,3654.253289473684,23.22904304925629,17.233161343018985,-0.07347713511799117,76.5685424949238,147.86513157894737
33,435,479.0,3593.697286012526,3833.2400835073067,36.167235486894796,19.520929076433287,-0.3057935925571349,123.92388155425118,145.62630480167016
34,436,444.0,3595.1441441441443,3688.204954954955,26.81008619594278,22.73938429125462,0.3174588255308104,112.2670273047588,147.2027027027027
35,437,671.0,3556.779433681073,3702.2384500745156,432.2959316206541,23.167244017949567,0.18945924681961507,176.10764773832474,146.575260804769
36,442,79.0,3294.6962025316457,3577.5569620253164,12.611761441744981,8.549020892871681,-1.1926910236969719,36.04163056034262,143.9240506329114
37,446,193.0,3301.621761658031,3659.181347150259,17.316127533718696,15.211453717235978,-1.4058416455285974,60.66904755831214,149.05699481865284
38,447,173.0,3304.057803468208,3645.4971098265896,18.32550640041029,14.634100715275219,0.482920680404206,67.74011537017762,149.08092485549133
39,454,93.0,3309.8817204301076,3612.0967741935483,13.649371475628815,9.171514183926636,-1.1462658157968135,41.941125496954285,144.48387096774192
40,461,118.0,3317.2881355932204,3548.135593220339,14.601869468817714,11.093294859357048,-0.635487101687917,47.35533905932738,145.4915254237288
41,467,85.0,3320.8117647058825,3640.1294117647058,12.572027398059666,9.006067299865329,0.19068073529507817,35.698484809834994,146.83529411764707
42,469,394.0,3674.9213197969543,3838.2258883248733,30.651008742297265,17.237257553467316,0.7242505630664408,88.22539674441617,151.03299492385787
43,471,123.0,3323.609756097561,3609.3821138211383,14.559008593544775,12.978180922967422,0.4974814669104868,50.42640687119285,147.09756097560975
44,476,739.0,3515.5696887686063,3684.5223274695536,721.9362390232127,23.50187958198119,-0.06056762888660583,203.0071426749364,148.7686062246279
45,479,211.0,3332.2417061611372,3799.4597156398104,24.76734196362878,12.350606793521152,0.39053767691873426,67.01219330881975,147.91469194312796
46,481,229.0,3333.650655021834,3651.3100436681225,23.055429178463946,13.230082546164285,-0.8416575674953092,71.74011537017762,142.59825327510916
47,482,140.0,3332.807142857143,3581.9357142857143,19.340278822799327,10.557642688498817,1.152865670202901,57.597979746446654,145.42142857142858
48,488,375.0,3348.7946666666667,3740.592,38.21512501492875,14.331301673222914,0.688987639522319,108.61017305526643,145.536
49,492,199.0,3342.613065326633,3602.753768844221,25.979552768154083,10.691130972240444,-1.4953684819341782,69.49747468305833,145.4321608040201
50,494,96.0,3343.3229166666665,3714.75,14.678961482028575,8.87090865496185,0.8878659764027341,40.2842712474619,145.20833333333334
51,496,302.0,3752.0298013245033,3425.900662251656,22.44800502828735,18.60056982193116,-1.238981781094584,83.88225099390857,149.67880794701986
52,497,195.0,3348.1641025641024,3668.892307692308,21.548687250568634,13.479013134070183,-1.5590232513045916,67.49747468305833,144.73846153846154
53,499,149.0,3350.8523489932886,3705.006711409396,15.541162839402396,13.150723012089609,0.2202109943907095,54.18376618407356,145.80536912751677
54,501,109.0,3351.394495412844,3728.9449541284403,15.469450320251005,9.898187394218303,1.3129878333530125,44.2842712474619,143.22935779816513
55,503,332.0,3767.879518072289,3518.1385542168673,28.016262847957965,16.25386598924486,-1.5414914566151745,88.46803743153546,145.0632530120482
56,510,76.0,3376.2894736842104,3617.157894736842,10.231670726165321,9.82449339070563,-1.063403418668214,32.04163056034261,148.27631578947367
57,511,263.0,3380.8403041825095,3767.1292775665397,33.17255876742937,11.50239702287397,-1.5385639548988104,89.63961030678928,149.44106463878327
58,512,126.0,3384.531746031746,3537.9761904761904,14.736820051571579,11.381172972697765,0.3065970567968549,46.526911934581186,145.28571428571428
59,514,108.0,3388.8333333333335,3574.425925925926,16.350462919144984,8.834933633929994,-0.8377015911305401,43.112698372208094,146.80555555555554
60,516,80.0,3394.3625,3599.175,12.137729524411773,9.709944489657124,0.6144093265981906,31.79898987322333,147.475
61,521,138.0,3399.7753623188405,3632.231884057971,14.687371494642155,12.277187941102556,0.1082197257427333,44.04163056034262,149.55072463768116
62,526,467.0,3410.698072805139,3734.8907922912204,38.34153705492716,16.932251399638876,-0.788973822585664,117.6812408671319,148.40256959314775
63,537,136.0,3415.720588235294,3538.580882352941,17.710865132500725,10.902009125439802,0.6439419359637508,50.76955262170047,145.6985294117647
64,549,97.0,3430.4123711340208,3768.0309278350514,12.717292461024345,9.964283519144269,-0.0509046924918856,38.04163056034262,147.0721649484536
65,556,276.0,4242.702898550725,3532.8442028985505,25.74456877913818,14.266479883892337,0.2573951581387607,76.8111831820431,148.57608695652175
66,563,100.0,3450.35,3570.06,14.939627483646142,8.813054558431194,0.41552139433795376,41.11269837220809,145.6
67,569,100.0,3453.41,3555.62,15.482835134635518,8.886046150774591,-0.5450233899121971,41.11269837220809,146.87
68,580,209.0,3467.444976076555,3624.311004784689,21.46293905265882,14.948869841165873,0.7668622703815906,69.49747468305833,148.79425837320574
69,582,211.0,3470.099526066351,3485.355450236967,27.00037146589699,11.39817613368076,0.5466664954391354,77.39696961967,150.0568720379147
70,589,186.0,3477.059139784946,3548.951612903226,20.346500950940968,12.5274590614684,-1.3172902396790145,60.18376618407356,146.5
71,604,122.0,3513.877049180328,3624.7950819672133,17.172885848602803,9.624825980597855,-0.19772915068550315,47.11269837220809,144.7622950819672
72,605,159.0,3514.830188679245,3789.817610062893,16.171347710153963,12.883006988962348,-0.9302896685934939,47.941125496954285,147.9748427672956
73,612,87.0,3523.7471264367814,1702.6781609195402,13.485070577219256,8.774377811773926,-1.012885383345433,36.87005768508881,159.27586206896552
74,617,213.0,3541.8356807511736,2400.347417840376,29.70571555042242,9.399617226353302,-0.33278005172642516,71.49747468305833,152.2394366197183
75,618,202.0,3535.4257425742576,3583.579207920792,20.735763966799524,14.68406149439229,0.48177736497861817,69.49747468305833,145.55940594059405
76,624,340.0,3548.5941176470587,3571.538235294118,27.14809550224968,19.920826260605477,1.5581682390049223,111.78174593052023,146.28823529411764
77,627,219.0,3552.392694063927,3706.6301369863013,21.70212810539949,13.70983926911181,0.18013114015013573,69.74011537017762,144.8082191780822
78,629,508.0,3553.814960629921,3779.3720472440946,40.86031949628447,18.573182003069732,-1.4851098780907217,132.88834764831844,145.3484251968504
79,630,99.0,3550.40404040404,3526.7272727272725,14.56651532134225,8.994635026937345,1.3549858736920801,41.112698372208094,148.1919191919192
80,635,80.0,3551.625,3647.1125,12.539240251112174,8.724388455639069,0.9115352374479836,36.2842712474619,145.2375
81,644,87.0,3565.0,3532.206896551724,13.473620709674526,9.20929578201314,0.5657141596342035,40.526911934581186,148.83908045977012
82,647,185.0,3566.9945945945947,3664.92972972973,18.446151827600318,13.356869192681355,0.551189844658231,60.08326112068523,148.92432432432432
83,652,295.0,3573.613559322034,3740.5661016949152,26.41121189853338,16.39394626379444,1.3991464312345598,87.63961030678928,147.1084745762712
84,655,128.0,3575.0234375,3821.6484375,17.8355534566457,10.800773341299854,-1.538541865480697,55.597979746446654,144.65625
85,656,81.0,3575.925925925926,3680.962962962963,12.54664704814569,8.520291384124246,0.9729606225950653,34.62741699796952,146.76543209876544
86,658,131.0,3579.2290076335876,3713.1297709923665,15.27354406506231,11.558991806614445,1.229941606796044,49.941125496954285,147.2824427480916
87,665,168.0,3592.035714285714,3788.7380952380954,19.492460235847577,12.184001380725089,-1.3738622563590654,61.01219330881976,147.92857142857142
88,666,119.0,3593.344537815126,3800.890756302521,16.82528861940831,9.680401402435683,-0.46974990216896834,50.80508652763321,151.3613445378151
89,678,138.0,3607.2608695652175,3721.949275362319,18.447058995362653,10.170819285397199,1.1233638934275085,50.76955262170047,145.4927536231884
90,686,101.0,3612.1188118811883,3673.5445544554455,12.861653011290027,10.778759026622863,-0.13526881671597923,41.698484809834994,148.76237623762376
91,687,100.0,3611.18,3756.04,13.403588132101978,9.97395734826328,1.2664109915056825,43.35533905932738,148.55
92,694,300.0,3623.81,3800.02,33.834810864115354,14.227025003710654,1.1345312256169118,105.02438661763951,145.67666666666668
93,701,149.0,3628.9463087248323,3518.979865771812,16.706914215777463,12.44022881822965,-1.1845226995041414,55.01219330881976,150.8791946308725
94,705,85.0,3629.8,3716.6235294117646,12.704130892172822,8.914150688427556,-1.1598602325934275,36.87005768508881,146.38823529411764
95,706,95.0,3634.7684210526318,3542.4947368421053,15.021289950126613,8.962332102230954,0.7313076909400866,42.526911934581186,144.62105263157895
96,707,143.0,3637.6923076923076,3824.7832167832166,19.17603092699744,10.50470322826074,0.3401503436172802,57.25483399593904,146.30769230769232
97,712,96.0,3646.625,3731.1666666666665,13.247122810243765,10.63732231998299,0.7838384536615222,41.941125496954285,149.38541666666666
98,728,133.0,3666.812030075188,3753.8947368421054,16.314797199547616,10.99154708151691,-0.9933749544346627,51.597979746446654,145.3984962406015
99,731,96.0,3668.6458333333335,3790.7916666666665,15.120040918144023,8.446871634601077,0.7301110018695119,40.2842712474619,145.64583333333334
100,738,95.0,3675.3684210526317,3969.0421052631577,11.9530791324566,10.79266802911813,0.11934523120896087,38.2842712474619,144.16842105263157
101,747,122.0,3702.7295081967213,3658.8852459016393,15.720910120608522,10.458167871300715,-0.9675596826103267,47.35533905932738,146.1639344262295
102,751,283.0,3721.689045936396,3358.441696113074,27.422572655064553,16.744968601745853,1.1867193372383444,90.46803743153546,148.87632508833923
103,762,89.0,3739.9101123595506,3560.067415730337,12.956753985857702,9.280235915284297,-0.16681342587701684,39.11269837220809,148.32584269662922
104,764,92.0,3741.3478260869565,3382.8695652173915,13.534885644462356,9.117053812128947,0.4172327063288012,38.2842712474619,143.5108695652174
105,765,98.0,3741.734693877551,3437.7551020408164,15.44291958550112,8.480579756701392,0.7121213609226675,42.2842712474619,147.3265306122449
106,767,166.0,3744.2710843373493,3412.6385542168673,18.172054151448588,12.706302790322502,-0.8172616746120357,55.35533905932738,148.8012048192771
107,772,158.0,3758.240506329114,3440.1202531645567,18.907639487104248,12.164588547551626,0.7790796671609074,59.840620433565945,143.84810126582278
108,778,117.0,3757.2051282051284,3536.3675213675215,14.209973324314547,11.214819663026297,0.9866368405667253,47.941125496954285,145.57264957264957
109,783,96.0,3762.4479166666665,3398.0520833333335,12.717666732941073,9.950250280652329,-1.3651489133275174,37.112698372208094,146.15625
110,787,96.0,3783.5208333333335,3510.5625,14.547676309576525,8.619493578357227,0.5261763223021189,38.87005768508881,149.44791666666666
111,837,105.0,4129.238095238095,3527.809523809524,15.167499223673595,9.348410147641314,-1.1481195249511782,41.11269837220809,152.3904761904762
