,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,orientation,perimeter,intensity_mean
0,38,3460.0,2769.648554913295,4608.7479768786125,103.78713638096794,48.979490137725065,-0.20362040652018837,374.7716446627536,143.4684971098266
1,61,4288.0,2947.442630597015,4607.589319029851,100.6991433524274,66.25624711367898,1.2209245318462028,494.66608896548183,147.1492537313433
2,67,1886.0,2789.6749734888654,4311.8621420996815,60.786693775993506,44.14217662860289,0.5467983979155402,238.19090885901,147.31760339342523
3,78,5129.0,2890.7323064924935,4662.568726847338,195.3919734721509,67.91994386857691,0.30330719013902524,670.2173875177025,146.4295184246442
4,82,619.0,2702.3651050080775,4680.050080775444,36.8267732629454,24.92794752583679,0.6964598248935508,128.5096679918781,143.73667205169627
5,94,1770.0,2742.9316384180793,4666.953107344632,153.48102793517975,49.205228419433574,0.14699113361446442,309.445742854949,144.6994350282486
6,102,2178.0,2910.4178145087235,4416.744260789716,83.7296362740984,38.18425579881046,-0.1701617092562199,285.0965004500315,144.09733700642792
7,109,411.0,2691.9099756691,4648.048661800487,33.51946838795451,18.362537702133636,1.4772411349786632,102.12489168102785,143.90267639902677
8,131,1104.0,2827.8197463768115,4313.535326086957,51.317710023556636,29.79342983435429,1.0824182685707397,177.52186130069785,145.51721014492753
9,136,530.0,2762.133962264151,4399.847169811321,29.780546611910548,24.262823646755372,-0.006696971286755499,118.8528137423857,144.5
10,139,1322.0,2851.4939485627838,4675.034795763994,48.474005435813716,39.891907745997294,0.5431192750111262,190.35028842544403,144.44553706505295
11,140,804.0,2844.9241293532336,4416.516169154229,49.91814003702883,22.097554524670606,1.3215660214634604,149.48023074035524,150.28482587064676
12,142,1679.0,3008.0643240023824,4681.4943418701605,65.98281111244944,38.252359667369234,0.5683399703079453,261.6761902332486,147.73496128648006
13,149,408.0,2786.406862745098,4445.526960784314,34.77121070783694,17.369929296956148,0.711288723255569,104.36753236814714,143.86274509803923
14,164,604.0,2807.5596026490066,4276.877483443709,42.66272917971754,22.465687552402862,0.7148417734694522,138.06601717798213,141.908940397351
15,165,2723.0,3172.3918472273226,4516.0885053250095,105.30320212407211,40.18374848246103,-0.9427346356363866,366.5290039756342,142.88101358795447
16,171,289.0,2806.0622837370242,4692.570934256056,26.913955459269808,14.137053731483762,-1.5237262941646994,72.91168824543142,143.22837370242215
17,178,275.0,2821.621818181818,4432.054545454545,25.270113052628336,14.710354520168302,-0.3989440303767533,78.7401153701776,143.2290909090909
18,183,419.0,2827.2649164677805,4453.799522673031,32.3816266125842,17.748531479511385,1.4596679684108171,99.88225099390857,144.13365155131265
19,185,11423.0,3351.91884793837,4185.4271207213515,192.62739801708412,117.07181362812891,1.1964163361000335,896.3372285648471,145.605707782544
20,186,3605.0,3232.9520110957005,4222.388349514563,93.77956436842435,62.00969681418314,0.7025698207272979,432.2691193458118,144.12732316227462
21,187,138.0,2707.289855072464,4649.391304347826,15.425867602621803,12.033252779423151,-1.2635064579790516,47.698484809834994,144.1159420289855
22,191,3618.0,3169.382808181316,4523.6348811498065,569.8341236148349,55.686669670636576,0.2541178995866457,480.21024484276614,144.7927031509121
23,195,1079.0,2981.637627432808,4458.9221501390175,48.63546944599596,29.644920211565175,0.4169270562909437,180.10764773832477,143.48100092678405
24,196,2305.0,3127.218655097614,4689.895010845987,66.73111823233661,46.38303280804426,-0.35957060306232624,232.0071426749364,148.2355748373102
25,197,134.0,2717.7462686567164,4702.634328358209,20.293333920128394,8.751751964698888,0.8060109724728303,49.941125496954285,144.00746268656715
26,199,777.0,2985.5070785070784,4508.558558558559,50.100452029998436,23.235013944604674,-0.8290972112344782,155.1370849898476,146.71685971685972
27,203,1553.0,3126.8744365743723,4595.94204764971,57.182358941020034,38.96486566411001,0.7674491952117132,220.1198410471445,146.3090792015454
